Column1	Column2
1987	 hà bấc , ngàn năm văn hiền ; lê hổng dương để tựa ; khổng đức thiêm giới_thiệu , xem_lại . v . [ 1 ] + hà bắc , ty văn_hóa , 1973 + ds559.92 . 
1987	 dictionnaire vietnamien fran ç ais . paris , l ’ asiathèque , 1977 . 
1987	thánh ngôn hiệp tuyển
1987	miển đẵt ẵy : tập truyện_ngắn .
1987	 thung_lũng đặc hoa : tập truyện ngăn , 
1987	để hiểu phật_giáo hòa_hảo .
1987	anh_hùng núi vêduyvơ ( xpactaquýt ) : truyện_ký và lịch_sử .
1987	dẵu chân qua trảng cỏ : thơ . in lẩn thứ 1 .
1987	trái bóng tròn lăn tới tây ban nha .
1987	thành_tích năm năm hoạt_động của chánh phủ : 1954 1959 . saigon [ s . n .
1987	phụ_nữ campuchia : tập truyện_ký .
1987	thơ_ca .
1987	tam quy ngũ_giới . in lần thứ 4 .
1987	sóng : thơ
1987	thât bại thảm_hại của quân trung quồc xâm_lược
1987	những vẵn để tiêt kiệm trong nông_nghiệp xã_hội_chủ_nghĩa việt nam .
1987	thè giới ca_ngợi thắng_lợi vĩ_đại của nhân_dân ta
1987	thề giới ca_ngợi và thương tièc hổ chủ_tịch
1987	 đòn hẹn : trinh_thám . [ united states , s . n . 
1987	theo bác đi kháng chiền
1987	vịnh hạ long .
1987	phật_giáo việt nam xưa & nay : bài giảng trong chuyền công_du tại hoa kỳ và nhật bản .
1987	tôi tìm tôi . 1st ed .
1987	nhật_ký ý địa chẵt : kịch .
1987	thơ vãn nguyễn binh khiêm
1987	thơ_văn phan châu trinh ; huỳnh lý biên_soạn với sự cộng_tác của hoàng ngọc phách .
1987	thóc từ sông hậu : tập văn của đỗ vãn others
1987	thời_kỳ cách_mạng mới ờ miển bắc
1987	dưới đám mây màu cánh vạc : tiểu thuyềt .
1987	dưới tro : tập truyện_ngắn .
1987	 kam pu chia hy_vọng : trường_ca . [ thành phồ hổ chí minh , s . n . 
1987	lòng tin vá trách_nhiệm .
1987	thành phô tương_lai : tập ký vể thanh_niên quân_đội làm nhiệm_vụ xây_dựng kinh tề .
1987	thư_mục thề giới ủng_hộ việt nam chông đễ quồc mỹ xâm_lược .
1987	 thù này phái trả : tập kịch , chèo , ca , tẫu 
1987	 đáng cộng_sản việt nam quang_vinh : thư_mục chuyên để khoa_học_xã_hội , sô 262 / b . 
1987	 nông_nghiệp việt nam và các nước nhiệt_đới . hà_nội , bộ văn_hóa , thư_viện quôc gia ^ 1975 . 
1987	 thư_mục sách và bài đãng báo , tạp_chí trong nước vê ' văn_hóa và nghệ_thuật năm 1978.hà nội , bộ văn_hóa và thông_tin , thư_viện quôc gia việt nam , 1979 . 
1987	 thửa thiên , hue 
1987	hòi và đáp vể tình_hình và nhiệm_vụ trước_mắt .
1987	tiẽng dương cẩm .
1987	tiễn dặn người_yêu
1987	 tiễn dặn người_yêu ; xông chụ xon xao ; bản dịch , kaho dị , chú_thích mạc phi . 
1987	 tiêng gọi của âm_thanh : truyện kỷ_niệm sâu_sắc chông mỹ , cứu nước . 
1987	tiêng hát gọi mùa xanh : truyện và ký vể thanh_niên thành pho hổ chí minh đi xây_dựng vùng kinh tẽ mói .
1987	tiẽng hát việt nam
1987	 tiềng vọng từ đáy vực : thơ cuá một thi_sĩ mien bắc viẽt và gứi đi tử mien bắc cho đổng bào việt và nhừng người yẻu tự_do trên khắp the giới . [ wash ington , d . c . 
1987	tìm hiếu chính_sách mới về kinh tề
1987	tìm_hiểu đẫt nước campuchia anh_hùng
1987	tìm_hiểu điểu lệ xí_nghiệp công_nghiệp quồc doanh
1987	tìm hiếu lịch_sử văn_hóa nước lào
1987	 tìm_hiểu phương_hướng , nhiệm_vụ kẽ hoạch 5 năm , 1976 1980 . [ ha nội ] phổ_thông ; 1977 . 
1987	thồng kê
1987	tình nghể : truyện và ký
1987	 tình_nghĩa việt lào mãi_mãi vừng bẽn hom núi , hcrn sông . 
1987	ds559
1987	việt pháp thực_hành đặc_biệt cho người ty nạn .
1987	suttapitaka . dighanikàya . vietnamese and pali . trưomg bô kinh . dìgha nikàya : pàli việt đôi chiêu [ của ] thích minh châu . v .
1987	suttapitaka . khuddakanikàya . dhamma pada . vietnamese . kinh lài vảng . dhammapada [ của ] thích minh châu .
1987	 suttapitaka . khuddakanikàya . dhamma pada . vietnamese and chinese . dhammapada , or . path of virtue . [ fa chú ching : ying han tụi chao ho ] . pháp cú kinh : anh hán đoi chiẽu hòa dịch ; soạn_giả , thường bàn đại định ; dịch_giả , á nam trẩn tuẵn khải ; hiệu_đính , lãng hổ nguyễn khắc kham . in lần thứ 1 . 
1987	 suttapitaka . khuddakanikàya . dhamma pada . vietnamese and pali . kinh pháp cú . dham mapada : nguyên_tác pali , bán dịch việt ngữ cùng_với câu_chuyện dân tích tóm_tắt và chủ thích ; narada ; người dịch , phạm kim_khánh . [ s . l . , s . n . 
1987	 suutapitaka . majjhimanikaya . vietnamese and pali . trung bộ kinh . majjhima nikaya : pàli việt đoi chiều [ của ] thích minh châu , dịch và chú_thích . v . [ 1 2 ] [ saigon ] tuthưđạihọcvạn hạnh , 1973 [ 1974 ] bq1313 . 
1987	ngày vể : truyện và ký .
1987	đưòng chl đỏ : tập truyện anh_hùng lực_lượng_vũ_trang nhân_dân .
1987	nhừng người sản tôm : tập truyện ngấn .
1987	đổ nguổn : thi_tập [ của ] nguyễn quang nhạ ( tô giang tứ ) . in lẩn thư 1 .
1987	tuyển_tập thi_phẩm .
1987	tô hoài
1987	lăng bác hổ : truyện_ký .
1987	những ngõ phò người đường phô : tiểu thuyèt .
1987	quê_nhà : tiếu thuyềt .
1987	trái đẫt tên người : bút ký .
1987	truyện tây bấc . in lần thứ 8 .
1987	công_tác giáo_dục vá sự_nghiệp bổi dưỡng thề hệ cách_mạng cho đời sau .
1987	cuộc sồng cách_mạng và văn_học nghệ_thuật .
1987	tổ hữu
1987	máu và hoa : thơ .
1987	phẫn dẫu vì một nển văn_nghệ xã_hội_chủ_nghĩa .
1987	tác_phẩm : thơ .
1987	thơ tô hữu .
1987	 tô hữu , nhà_thơ cách_mạng 
1987	hầm giềt người .
1987	mùa hoa sim cuôi cùng : truyện ngán .
1987	kể chuyện làng_xã đánh giặc .
1987	mùa hoa ô_môi .
1987	chị thiện : truyện_vừa .
1987	tô vân và hồng dương
1987	 nềp cũ : hội hẻ đinh đám . v . 1 + [ saigon ] nam chi tùng_thư , 1969 + gt4886 . 
1987	tinh_thần trọng nghĩa phương đông .
1987	việt nam truyển kỳ_tập truyện ; nguyễn nhật tân minh_họa .
1987	tội_ác chiền tranh của bọn bành_trướng trung quõc đồi với việt nam .
1987	tội_ác của đề quôc mỹ ngày_càng chổng chẵt
1987	tội_ác diệt chúng của bọn pôn pôt iêng xa ry
1987	tội_ác diệt_chủng của đè quôc mỹ & miển bắc việt nam [ của ] úy ban điểu tra tội_ác chiền tranh cùa đề quòc mỹ ỏ việt nam .
1987	cánh chim từ vùng lửa đó .
1987	đường vào khoa_học cùa tôi .
1987	 đại_hội ( 4th : 1978 hanoi , vietnam ) văn_kiện đại_hội lần thứ iv công_đoàn việt nam , họp tử ngày 8 5 den 11 5 1978 . 
1987	tổng_công_đoàn việt nam
1987	 tống kẽt kinh_nghiệm các điển_hình 5 dứt điếm vê ' công_tác y tề . [ biên_soạn , vũ kiên , nguyễn trực , quang tâm với sự cộng_tác của cán_bộ các đom vị điến hình 5 dứt điếm ] . 
1987	 tống mục_lục và sách dãn các bài luận_văn của 48 sô tập_san nghiên_cứu vãn sử địa , 153 sồ tạp_chí nghiên_cứu lịch_sử , 1954 1973 ; [ chủ_biên , nguyễn đổng chi ] . 
1987	trách_nhiệm : tập kịch_bản ngắn
1987	trại thí_nghiệm chè phủ hộ
1987	hoàng thị hổng chiêm .
1987	 hà_nội , di_tích và thắng_cảnh . [ hả nội ] số ' văn_hóa thông_tin hà_nội [ 1972 ] ds559.93 . 
1987	lên sản xuẵt lớn xã_hội chú nghĩa
1987	miển quê quan_họ : thơ .
1987	bàn vể tư tưómg mao trạch đông . sự kẽt họp chủ_nghĩa mác lê nin với cách_mạng trung quôc .
1987	đường vào trận : tiẻu thuyềt .
1987	đã ra nơi đâu : truyện .
1987	những bông cỏ mặt_trời . giữa hai làn nước : tập truyện_phim [ của ] trần thanh giao .
1987	cô_gái vùng_ven : truyện_ký .
1987	những người hiểu nhau : tập truyện ngấn .
1987	 chúng_tôi ỉr cổn cỏ ; hổ phương ghi ; lời_tựa của lê quang hòa . in lẩn thứ 2 , có sứa chữa . 
1987	trận điạ im_lặng : truyện và ký
1987	 việt sứ danh_nhân lược chí : lớp ba . in lần thứ 12 . [ s . l . , s . n . 
1987	 việt sử : tiểu_truyện : lớp tư . in lần thứ 3 . [ s . l . , s . n . 
1987	của văn_hoá thực_dân mới
1987	 lý tirống , ước_mơ và nghĩa_vụ . 
1987	mây vân để vể xây_dựng nển văn_hóa mới xã_hội_chủ_nghĩa .
1987	con đường và đổng đội : tập truyện và ký .
1987	triềt lý đã đi đền đâu ? .
1987	bên ngoài trường : tiéu thuyềt .
1987	bông huệ trên tẩng cao : truyện .
1987	 màu vôi mới : truyện_ngắn , 
1987	suôi mùa xuân : tập truyện .
1987	 binh_thư yẽu lược [ của ] trẩn hưng đạo . ho trướng khu cỏ [ của ] đào duy từ . in lẩn thứ 2 , có sứa chửa . 
1987	cơn lôc rừng thông ; truyện_ký .
1987	sau màn sương lạnh : truyện chông gián_điệp thám_báo trung quồc .
1987	 tín_hiệu bình_yên : truyện , 
1987	những nảm cải_tạo ỉr bắc việt .
1987	chuyện chép ờ bình_nguyên : bìa và minh_họa của vù duy nghĩa .
1987	vùng đât ngày_mai : tiểu thuyềt .
1987	làm_gì : tập luận đê ' tháng chín .
1987	cau hà châu têm trẩu xuân mỹ .
1987	cuộc_đời và tho ' vãn chu văn an ; hoàng trưng thông để tựa .
1987	giàn mướp_hương : thơ .
1987	hoa hà_nội .
1987	sông_núi điện biên .
1987	 bệnh khớp ; tham_gia biên_soạn , trần ngọc ân and others . v . [ 2 ] + 
1987	 phục_hưng làng_xã : từ chiền tranh đen hoa bình , [ s . l . , s . n . 
1987	cơ cẫu việt ngữ . v .
1987	đức phật giữa chủng ta .
1987	 trẩn nguyên khang , thái bá trừng , and nguyễn xuân hiển . cây cao_su . 
1987	thời_gian ta mãi_mãi còn xanh .
1987	 nghệ_thuật biềt thắng từng bước : nghiên_cứu một sô vàn để cơ_số ' phương_pháp_luận của khoa_học cách_mạng việt nam ; úy ban khoa_học_xã_hội việt nam , viện triềt học . 
1987	niệm khát_vọng : tiếu thuyèt .
1987	âm_điệu một vùng đât : thơ .
1987	trước mùa mưa_bão ; bià và minh_họa của hoàng công luân .
1987	 trận thắng trong làng : tuyển_tập kịch , 
1987	 trần quôc vượng , nguyễn tư chi , nguyễn trần đán . nghìn_xưa vãn hiền ; minh_họa của nguyễn thụ . v . [ 3 ] + hà_nội , kim đổng , 1978 + ds556 . 5 . 
1987	người đi trên sườn đổi : tập truyện .
1987	nụ_cười thơ ngàn năm [ của ] hổng hoàng trẩn quan thái
1987	 ngọn lửa thần_kỳ ; minh_họa của thy ngọc . in lần thứ 2 , có sửa_chữa và bổ_sung . 
1987	tư tưómg chính tri trong triềt học khổng giáo .
1987	tỉm hiểu đường lôi chung cúa cách_mạng xâ hội chú nghĩa ờ việt nam : nghiên_cứu văn_kiện đại_hội đảng lần thứ iv .
1987	đẫt mới vờ : tiếu thuyèt .
1987	đẫt mới vỡ : tiéu thuyềt . in lần thứ 2 có bổ_sung .
1987	những người còn sồng mãi .
1987	sư_đoàn chien thắng : ký_sự . v .
1987	vườn hoa giữa núi ; bìa và minh_họa của hổ đức .
1987	nho_giáo : quyển hạ [ của ] lệ thẩn trẩn trọng kim . in lẩn thứ 1 .
1987	việt thi [ của ] lệ thẩn trẩn trọng kim . in lần thứ 2 . sửa_chữa cẩn_thận .
1987	việt văn độc bán : lớp đệ tam . in lẩn thứ 2 .
1987	điểm lửa : tiểu thuyẽt .
1987	hoa vãn mường : nhận_xét đầu_tay .
1987	trận tuyẽn phiá bắc : tập thơ_văn nhiẽu tác_giả
1987	 cổ_tích nhi đổng . folk tales for children ; illustrator , tăng quoc ái . grand rapids , mich . , grandasia . 
1987	 tìm_hiểu kho sách hán nôm : nguổn tư_liệu văn_học , sử_học việt nam ; nguyễn đức quỳ , đẽ tựa ; nguyễn văn xước , giới_thiệu . v . 1 + hà_nội , thư_viện quoc gia , 1970 + z3226 . 
1987	 lược truyện các tác_gia việt nam . in lẩn thứ 2 , có sửa_chữa , bổ_sung . 
1987	giá_trị tinh thẩn truyển thong của dân_tộc việt nam .
1987	tự điến căn_bản tháo chương điện_toán anh việt . có bảng đồi chiẽu việt anh . in lẩn thứ 1 .
1987	 sư_phạm lý thuyèt ( đại cirưng ) : ban hai năm , đủng với chương trinh lớp hai năm quôc gia sư_phạm . in lần thứ 1 . 
1987	sư_phạm thực_hành . in lẩn thứ 1 .
1987	bông hổng nhung : truyện hoạt trong lòng địch diệt bọn cia và xâm_lược mỹ .
1987	nghệ_sĩ chèo hoa tâm .
1987	trại đẩm đùn .
1987	 dân_ca bình trị thiên ; thanh_tịnh , trần việt ngừ giới_thiệu . 1st ed . 
1987	 ớ làng phước hậu : trường , ca . in lẩn thứ 1 . 
1987	vsn để kêt hợp kinh tề với quôc phòng ở nước ta .
1987	tranh khác gỗ việt nam
1987	 trên các tuyên đường ; lỏn giới_thiệu của đổng chí nguyễn tường lân , thứ trưỏmg bộ giao_thông vận_tải . 
1987	trên núi cao
1987	tiềng khèn a pá : tập truyện ngán .
1987	rừng lá đỏ : truyện .
1987	tỉm hiểu và suy_nghĩ ; binh luận_văn học . in lẩn thứ 1 .
1987	việt nam shin dun shiẽn niắm
1987	 bàn hộ : trường_ca dân_tộc dao ; triệu hừu lỷ sưu_tầm , biên_soạn , chú_thích . in lẩn thư 1 . 
1987	nghệ_thuật hoành_tráng .
1987	đac uyn .
1987	một sồ thăm_dò chức_năng sinh_lý .
1987	vể những thông sô sinh_học người việt nam .
1987	 hỏi và đáp vể lịch_sử đảng , 
1987	non_nước đổ som .
1987	 gia định thành thông chí ; dịch_giả , tu trai nguyễn tạo ; duyệt giá , nguyễn đình diệm , bứu cầm , nguyễn triệu . 
1987	 giáo_trình tiẽng việt . v * [ 2 ] + hà_nội , giáo_dục [ 1975 ] + pl4374 . 
1987	 nẫm lớn ỏ * việt nam . v . [ 1 ] + hà_nội , khoa_học và kỹ_thuật , 1981 + qk617 . 
1987	 công trinh nghiên_cứu ký_sinh_trùng ờ việt nam . v . [ 2 ] + hà_nội , khoa_học và kỹ_thuật , 1978 + ql757 . 
1987	 sùtrapìtaka . lankàvatàrasùtra . vietnam ese . kinh lãng già tâm ẫn ; dịch giá , thích nừ diệu không . v . [ 1 3 ] + [ saigon ? , s . n . 
1987	sùtrapitaka . vimalakirtinirdésa . chinese and vietnamese . duy ma cật kinh . [ wei mo chieh ching ] ; đoàn trung còn dịch .
1987	 trong đội_ngũ tiên tiên : viềt vể những vị điển_hình trong phong_trào thé dục , thể thạo khu_vực nông nghiẹp . 
1987	ngã ba ngã tư : truyện_ngắn . in lần thứ 1 .
1987	trong những ngày chiên tranh : tập truyện
1987	đường phía trước : viềt vể anh_hùng lực_lượng_vũ_trang nhân_dân .
1987	 trong rửng hoa đẹp : tuyển_tập truyện người tồt , việc tôtt 1968 1978 . 
1987	bên những dòng_sông .
1987	những đỉnh núi thép : truyện .
1987	người minh : truyện_dài .
1987	 trung quồc , tinh hình co ’ bản 
1987	câu_chuyện làm phim vể bác hổ .
1987	 trương anh thụy , cúa mưa gứi nắng : thơ tuyến 
1987	tự điến anh việt các khoa_học trái dât . english vietnamese dictionary of sciences of the earth .
1987	 tự_điển địa chat . v . [ 1 ] + hà_nội , khoa_học và kỹ_thuật . 
1987	bàn vể cách_mạng việt nam .
1987	 chủ_tịch hổ chí minh : sự_nghiệp vĩ_đại , gương sáng đời_đời . 
1987	vẵn để dân_cày . xust bản lần thứ 2 .
1987	 hương_hoa đầt nước : nghiên_cứu , tiểu_luận . 
1987	kiên quyèt đánh_bại chủ_nghĩa_bành_trướng và chủ_nghĩa bá quyển trung quôc .
1987	ký niệm lẩn thứ 60 cách_mạng tháng mười vĩ_đại .
1987	tượng_đài hùng_vĩ của tình hữu_nghị việt xô .
1987	vể vẵn để cam pu chia .
1987	 trường_chinh and đặng đức siêu , sổ_tay văn_hóa việt nam . 
1987	 trường đại_học kinh tề , kề hoạch 
1987	 bộ_môn da_liễu . bệnh da iiễu . v . [ 1 ] + hà_nội , y_học , 1982 + rl71 . 
1987	bộ_môn sinh_lý_học . chuyên để sinh_lý_học .
1987	 bộ_môn vi_sinh_vật . vi_sinh_vật_học . v . [ 1 ] + hà_nội , y_học , 1981 + qr46 . 
1987	trường đáng cao cầp nguyễn ái quôc
1987	 trường son , thơ_văn chọn_lọc , 1959 1979 
1987	 liên_hiệp pháp [ của ] trinh quôc quang [ tức ] trương văn chình . l ’ union fran ç aise . v . [ 1 ] + hà_nội , văn hỏa [ 1949 ] + jv1818 . 
1987	đại đạo tam kỳ phổ_độ ; giáo lỷ . la doctrine du caodaisme . soạn_giả : tiêp pháp hiệp thiên đài trương văn tràng .
1987	 phần đóng_góp của quoc hội trong công_cuộc xây_dựng nển dân_chủ việt nam : thuyẽt trình của ông trương vĩnh lễ , chủ_tịch quoc hội việt nam cộng_hoà tại hội thân hừu việt pháp , ngày 18 1 1963 . [ saigon ] sỏ * thông_tin quôc hội , 1963 . jq854 . 
1987	 truyện cố các dân_tộc thiểu so miển nam [ của ] hà văn_thư , võ quang nhơn , y điêng chọn_lọc và biên_soạn . hà_nội , văn_hóa , 19 gr313 . 
1987	truyện_cổ các dân_tộc thiểu sô việt nam
1987	 truyện_cổ dao ; sưu_tầm , doãn thanh , lê trung vũ ; biên_soạn , doãn thanh and others . 
1987	truyện cố tây_nguyên
1987	truyện_thơ mường
1987	 truyện_thơ tày nùng ; nổng quôc chân giới_thiệu : hà_nội , vản học , 1964 . 
1987	 truyền_thông dựng nước và giữ nước của dân_tộc việt nam : chương_trình cơ sổ ' , vụ huân học , ban tuyên huân trung_ương . in lẩn thứ 5 . 
1987	từ_điển hóa_học và công_nghệ hóa_học anh việt
1987	 học và kỹ_thuật ; moskva , sov 
1987	tửđiến luyện_kim anh việt
1987	 tự_điển nga việt kỹ_thuật thủy lại [ của ] uỷ_ban khoa_học và kỹ_thuật nhà_nước , tổ tự_điển khoa_học và kỹ_thuật . 
1987	từ_điển nga việt trắc_địa và bản đổ
1987	tự_điển nông_nghiệp anh việt
1987	 tự_điền thuật_ngữ khoa_học_xã_hội nga pháp việt [ của ] ủy_ban khoa_học xâ hội việt nam , viện ngôn_ngữ_học . 
1987	 tử điển thuật_ngữ sử_học , dân_tộc_học , khảo_cổ_học nga pháp việt . in lẩn thứ 2 , có bổ_sung vả sửa chửa . 
1987	từ_điển tinh_thể_học anh việt english vietnamese dictionary of crystallography .
1987	nẵu ăn trong gia_đinh .
1987	tử trong di sán : những ý kiền vể văn_học từ thề kỷ x đèn đẩu thè ký xx ir nước ta .
1987	 cổ_tích việt nam , bán tiềng việt , từ vân ; tranh vẽ , vi vi . vietnamese folk tales , english ver sion bảo khanh . toronto , ontario , canada , quê_hương , cl982 . gr313 . 
1987	hội mùa ; kinh_nghiệm tổ_chức hội mùa ỉr nông_thôn .
1987	nỗi bụộn tuổi tré : truyện_dài .
1987	phật học thưòng thức khóa bản .
1987	 việt nam phật_giáo tranh đẫu sử ; tổng vụ hoằng pháp_viện hóa đạo duyệt_y , thượng_tọa thích tâm giác để tựa . 
1987	 hổng nghĩa giác tư y thư ; lê đức toàn sao_lục , phòng tu_thư huẫn luyện viện đông_y dịch , nguyễn sỹ lâm hiệu_đính và chú_thích . 
1987	vào mùa : truyện_ký .
1987	tìm_hiểu chung_thủy . in lần thứ 1 .
1987	tuyền lứa biên_giới : tàu thơ
1987	 tuyển_tập chèo cổ , hà văn cầu sưu_tầm và chú_thích ; lộng chương viêt lời_tựa . 
1987	tuyển_tập nguyễn công hoan
1987	 tuyển_tập thơ_văn 90 tác giá việt nam hái ngoại , 1975 1981 . bản đậc biệt . 
1987	tiêng sáo chiểu .
1987	 tuyềt phượng , đinh kim_cương , and võ quang nhơn . hợp_tuyển văn_học lào ; nguyễn năm giới_thiệu . 
1987	uông nước nhớ nguổn : tập ký
1987	vài nét vể việc đào_tạo cán_bộ chuyên_môn ờ các nước xã_hội chủ nghiã : tái liệu tham_khảo cải_cách giáo_dục .
1987	 em hoc đia lý : lớp ba ; hoạ_sĩ , lê chánh , 
1987	vàng lụa : truyện .
1987	vần đẽ biên_giới giữa việt nam và trung quôc
1987	 vãn hóa xã_hội_chủ_nghĩa : một giai_đoạn mới trong sử tiền bộ văn_hóa của nhân_loại ; viện sử_học việt nam , viện sử_học liên xô . 
1987	 văn_học_dân_gian thái_bình ; chủ_biên , phạm đức duật ; sưu tẩm , biên_soạn , phạm đức duật , trương sĩ hùng , nguyễn huy hổng . v . [ 1 ] 
1987	vãn học việt nam trên những chặng đường chông phong kiền trung quòc xâm_lược .
1987	văn_kiện của đẩng và nhà_nước vẽ chính_sách dân_tộc : tử năm 1960 đsn năm 1977 .
1987	gương_mặt một người_thân : tiẻu thuyẽt .
1987	kỷ_niệm nơi đáy hổ : truyện . hà_nội [ s . n .
1987	pả sua : tiéu thuyềt . in lẩn thứ 2 .
1987	trên đẵt bạn : truyện .
1987	gió và lửa : thơ .
1987	1982
1987	từ mùa thu ẫy : tập ký và truyện .
1987	chân_trời tím : truyện_dài . xuẫt bản lẩn thứ 2 .
1987	những bước đi_hoang .
1987	tự_điển trung việt . [ chung yũeh tz ’ u tien ] .
1987	tự điến tiêng việt . in lần thứ 2 .
1987	chủ nghiã anh_hùng cách_mạng việt nam . ( quá_trình phát_sinh và phat triến ) .
1987	nửa thề kỷ dẫu tranh dưới ngọn cờ độc_lập dân_tộc và chủ nghiã xã_hội .
1987	những người báo bão : tiểu thuyềt .
1987	 chiên tranh nhân_dân , quòc phòng toàn dân . v . [ 1 ] + hà_nội , quân_đội nhân_dân , 1978 + u43 . 
1987	mây vằn đẽ nghệ_thuật quân_sự việt nam . in lẩn thứ 2 .
1987	phạm kim vinh đọc đại_thắng mùa xuân .
1987	sức_mạnh giữ nước vĩ_đại của dân_tộc việt nam trong ký nguyên mới .
1987	 thề hệ trè việt nam với sự_nghiệp bảo_vệ tố quôc , xã_hội_chủ_nghĩa : bài phát biếu của đại_tướng văn tiền dũng , 
1987	 hoàng sa , quần đáo việt nam . 
1987	tử điển việt nhật thông thoại . etsu wa tsuwa jiten .
1987	 vật việt nam : sách dùng cho học_sinh đại_học thé dục thể_thao . hà_nội , thế dục thể_thao , ' 1983 . 
1987	về công_tác đội
1987	 vể công_tác thé dục thể_thao : tập luật_lệ hiện_hành thồng nhẫt cho cả nước . v . [ 1 ] + hà_nội , thể_dục thể_thao , 1980 + gv303 . 
1987	vể lợi_ích kinh tẽ
1987	v . 1 2 .
1987	vể vẫn để xây_dựng thuật_ngữ khoa_học
1987	đầt bằng : tập truyện . hà_nội ; tác_phẩm mới
1987	núi cỏ yêu thưomg : truyện .
1987	 sli , lượn dân_ca trữ_tình tày nùng . 
1987	cái khuyên ; tập truyện_ngắn tái bán .
1987	 vi một đoàn tàu thông nhẫt : tập ký vể các tập thế và cá_nhân xuẫt sác trong phong_trào “ kề hoạch nhỏ thiêu niên tiển phong ; bia và minh_họa , trần gia bích . 
1987	vi_sinh_vật y_học
1987	niẽm vui : tập truyện ngẳn .
1987	viện báo tàng cách_mạng việt nam : ban hướng_dẫn
1987	viện công_vụ và cơ_giới_hóa nông_nghiệp
1987	viện dân_tộc_học
1987	 viện điạ chat và khoáng sán , hanoi 
1987	 cây_gỗ rừng việt nam . v . [ 2 3 ] + hà_nội , nông nghiẹp [ 1978 1980 ] + sd527 . 
1987	viện kháo cố học
1987	 kẽt quá nghiên_cứu khoa_học_kỹ_thuật nông_nghiệp . v . 1 + [ hà_nội ] nông_nghiệp , 1980 + s471 . 
1987	mỹ_thuật thời lê sơ .
1987	mỹ_thuật thời trần .
1987	nghệ_thuật chạm khác cổ việt nam qua các bản ráp .
1987	 viện sot rét , kỷ sinh trùng và côn_trùng 
1987	may vẫn đẽ phương_pháp_luận sứ học .
1987	sửa_chữa và bổ_sung
1987	 nông_thôn việt nam trong lịch sứ : nghiên_cứu xã_hội nông_thôn truyển thông . v . 1 + hà_nội , khoa_học xâ hội , 1977 + hn700 . 5 . 
1987	 hội_nghị khoa_học ( 5th : 1976 : hanoi , vietnam ) toán_học : thông_báo kẽt quả nghiên_cứu tại hội_nghị khoa_học viện toán_học lẩn thứ v ( 18 19/6/1976 ) . 
1987	gái ngoại_thành : chèo .
1987	ban tuyên huàn trung_ương . vụ huẫn học . truyển thông dựng nước và giữ nước cúa dân_tộc việt nam : chương_trình cơ sỏ \ in lần thứ 5 .
1987	bộ công_chánh và giao_thông . nha kiểu lộ . điểu kiện sách kỹ_thuật cho các công_tác kiẽn tạo kiều lộ thuộc chương_trình viện_trợ mỹ .
1987	bộ đại_học và trung_học chuyên nghiêp . vụ công_tác chính_trị . đề_cương bài giáng lịch sứ đáng cộng_sản việt nam dùng tronạ các trường đại_học . in lẩn thử 4 có sứa chừa và bo sung .
1987	bộ đại_học và trung_học_chuyên_nghiệp . vu công_tác chính_trị . để cương bài giảng lịch_sử đảng cộng sán việt nam dùng tronc các trường đại_học . in lần thứ 5 có sửa_chữa và bo sung .
1987	bộ nội_thương . kinh tẽ thương_nghiệp việt nam . v . [ 1 ]
1987	bộ nông_nghiệp . tuyến tập các công_trình nghiên_cứu khoa_học và kỹ_thuật nông_nghiệp : phẩn chăn_nuôi thú_y .
1987	bộ nông_nghiệp . tuyến tập các công_trình nghiên_cứu khoa_học và kỹ_thuật nông_nghiệp : phẩn trổng trọt .
1987	bộ quoc gia giáo_dục . chương trỉnh tiểu_học .
1987	 bộ y tẽ . tự_điển v dược pháp việt . in lẩn thứ 2 , có sứa chừa và bo sung . 
1987	bộ y tề . vụ quán lý khoa_học_kỹ_thuật .
1987	cục đo_đạc và bản đổ . tập bản đổ việt nam .
1987	hội đổng chính_phủ .
1987	hội đổng chính_phủ .
1987	nha điạ dư quôc gia . bản đổ hàng tinh việt nam cộng_hòa .
1987	phủ tổng ủy di_cư tị_nạn . cuộc di_cư lịch_sử tại việt nam .
1987	president ( 1967 1975 : nguyễn văn thiệu ) thông_điệp của tổng thông việt nam cộng_hòa đọc trước quồc hội ngáy 9 2 1968 .
1987	tổng_cục thông kê . 30 [ i . e . ba_mươi ] năm phát trién kinh tề và văn_hóa của nước việt nam dân_chủ cộng_hòa .
1987	 vietnam , ủy_ban khoa_học và kỹ_thuật nhà_nước 
1987	 vietnam , ủy_ban khoa_học_xã_hội việt nam 
1987	 vietnam , ủy_ban khoa_học_xã_hội 
1987	 vietnam , úy ban khoa_học_xã_hội việt nam 
1987	quoc hội ( 6th : 1976 ) nhừng quyẽt định quan_trọng của quôc hội chung cả nước khóa vi kỳ họp thứ nhât .
1987	việt nam anh_dũng
1987	việt nam đẫt nước giàu đẹp
1987	 vietnam , ủy_ban khoa_học_xã_hội việt nam 
1987	 vietnam , ủy_ban liên_bộ đặc_trách ầp chiền lược 
1987	 ( democratic republic , 1946 ) . bộ y tẽ . hướng_dẫn thuồc nam_châm cứu . 
